BILL_NAME,RESULT_VOTE_MOD,members,parties,genders,districts
법인의 등기사항에 관한 특례법 일부개정법률안,불참,"{'박준태': 1, '권영진': 1, '서명옥': 1, '김윤': 1}","{'국민의힘': 3, '더불어민주당': 1}","{'남': 3, '여': 1}","{'비례대표': 2, '대구 달서구병': 1, '서울 강남구갑': 1}"
법인의 등기사항에 관한 특례법 일부개정법률안,찬성,"{'이언주': 1, '전진숙': 1, '추미애': 1, '박정현': 1, '박민규': 1, '전현희': 1, '서미화': 1, '이춘석': 1, '안철수': 1, '이인선': 1, '김상욱': 1, '장동혁': 1, '김준혁': 1, '곽규택': 1, '조국': 1, '염태영': 1, '김현정': 1, '윤종오': 1, '차지호': 1, '차규근': 1, '정진욱': 1, '조인철': 1, '이병진': 1, '권향엽': 1, '김종양': 1, '황명선': 1, '양문석': 1, '이정헌': 1, '김선민': 1, '위성락': 1, '이성권': 1, '백승아': 1, '유용원': 1, '이해민': 1, '안도걸': 1, '우재준': 1, '서왕진': 1, '김영환': 1, '채현일': 1, '한창민': 1, '천하람': 1, '조지연': 1, '김용만': 1, '김대식': 1, '허성무': 1, '조계원': 1, '이용우': 1, '문금주': 1, '강승규': 1, '임종득': 1, '김남근': 1, '김우영': 1, '모경종': 1, '김선교': 1, '배현진': 1, '이해식': 1, '유상범': 1, '정동만': 1, '윤건영': 1, '최형두': 1, '김용민': 1, '이강일': 1, '박홍배': 1, '양부남': 1, '강명구': 1, '박수민': 1, '김소희': 1, '황희': 1, '김미애': 1, '박선원': 1, '최은석': 1, '이건태': 1, '정연욱': 1, '김영진': 1, '조정훈': 1, '강준현': 1, '김남희': 1, '김태년': 1, '어기구': 1, '임오경': 1, '임이자': 1, '김병주': 1, '엄태영': 1, '한병도': 1, '한기호': 1, '김원이': 1, '박상혁': 1, '김건': 1, '강유정': 1, '정준호': 1, '김위상': 1, '이수진': 1, '조은희': 1, '이성윤': 1, '이연희': 1, '김민전': 1}","{'더불어민주당': 56, '국민의힘': 32, '조국혁신당': 5, '진보당': 1, '사회민주당': 1, '개혁신당': 1}","{'여': 22, '남': 74}","{'경기 용인시정': 1, '광주 북구을': 1, '경기 하남시갑': 1, '대전 대덕구': 1, '서울 관악구갑': 1, '서울 중구성동구갑': 1, '비례대표': 17, '전북 익산시갑': 1, '경기 성남시분당구갑': 1, '대구 수성구을': 1, '울산 남구갑': 1, '충남 보령시서천군': 1, '경기 수원시정': 1, '부산 서구동구': 1, '경기 수원시무': 1, '경기 평택시병 ': 1, '울산 북구': 1, '경기 오산시': 1, '광주 동구남구갑': 1, '광주 서구갑': 1, '경기 평택시을': 1, '전남 순천시광양시곡성군구례군을': 1, '경남 창원시의창구': 1, '충남 논산시계룡시금산군': 1, '경기 안산시갑': 1, '서울 광진구갑': 1, '부산 사하구갑': 1, '광주 동구남구을': 1, '대구 북구갑': 1, '경기 고양시정': 1, '서울 영등포구갑': 1, '경북 경산시': 1, '경기 하남시을': 1, '부산 사상구': 1, '경남 창원시성산구': 1, '전남 여수시을': 1, '인천 서구을': 1, '전남 고흥군보성군장흥군강진군': 1, '충남 홍성군예산군': 1, '경북 영주시영양군봉화군': 1, '서울 성북구을': 1, '서울 은평구을': 1, '인천 서구병': 1, '경기 여주시양평군': 1, '서울 송파구을': 1, '서울 강동구을': 1, '강원 홍천군횡성군영월군평창군': 1, '부산 기장군': 1, '서울 구로구을': 1, '경남 창원시마산합포구': 1, '경기 남양주시병': 1, '충북 청주시상당구': 1, '광주 서구을': 1, '경북 구미시을': 1, '서울 강남구을': 1, '서울 양천구갑': 1, '부산 해운대구을': 1, '인천 부평구을': 1, '대구 동구군위군갑': 1, '경기 부천시병': 1, '부산 수영구': 1, '경기 수원시병': 1, '서울 마포구갑': 1, '세종특별자치시을': 1, '경기 광명시을': 1, '경기 성남시수정구': 1, '충남 당진시': 1, '경기 광명시갑': 1, '경북 상주시문경시 ': 1, '경기 남양주시을': 1, '충북 제천시단양군': 1, '전북 익산시을 ': 1, '강원 춘천시철원군화천군양구군을': 1, '전남 목포시': 1, '경기 김포시을': 1, '광주 북구갑': 1, '경기 성남시중원구': 1, '서울 서초구갑': 1, '전북 전주시을': 1, '충북 청주시흥덕구': 1}"
벤처기업육성에 관한 특별법 일부개정법률안,불참,"{'문대림': 1, '김상욱': 1, '장동혁': 1, '박준태': 1, '손명수': 1, '김미애': 1, '서일준': 1, '김병주': 1}","{'더불어민주당': 3, '국민의힘': 5}","{'남': 7, '여': 1}","{'제주 제주시갑': 1, '울산 남구갑': 1, '충남 보령시서천군': 1, '비례대표': 1, '경기 용인시을': 1, '부산 해운대구을': 1, '경남 거제시': 1, '경기 남양주시을': 1}"
벤처기업육성에 관한 특별법 일부개정법률안,찬성,"{'이언주': 1, '안상훈': 1, '추미애': 1, '박정현': 1, '박민규': 1, '박수현': 1, '전현희': 1, '이재강': 1, '이춘석': 1, '안철수': 1, '김한규': 1, '김준혁': 1, '곽규택': 1, '염태영': 1, '김현정': 1, '윤종오': 1, '차지호': 1, '차규근': 1, '정진욱': 1, '권향엽': 1, '김종양': 1, '양문석': 1, '인요한': 1, '이정헌': 1, '김선민': 1, '백승아': 1, '이해민': 1, '안도걸': 1, '서왕진': 1, '김영환': 1, '한창민': 1, '천하람': 1, '조지연': 1, '김성회': 1, '김대식': 1, '조계원': 1, '이용우': 1, '강승규': 1, '임종득': 1, '김우영': 1, '모경종': 1, '신성범': 1, '권영진': 1, '김선교': 1, '이해식': 1, '유상범': 1, '정동만': 1, '윤건영': 1, '최형두': 1, '구자근': 1, '김용민': 1, '이강일': 1, '박홍배': 1, '강명구': 1, '황희': 1, '윤호중': 1, '소병훈': 1, '박선원': 1, '서명옥': 1, '정연욱': 1, '김영진': 1, '조정훈': 1, '강준현': 1, '김남희': 1, '김태년': 1, '박성민': 1, '어기구': 1, '임오경': 1, '한기호': 1, '김원이': 1, '박상혁': 1, '장경태': 1, '김윤': 1, '김건': 1, '김문수': 1, '정준호': 1, '김위상': 1, '이수진': 1, '이성윤': 1, '김민전': 1, '신동욱': 1, '고동진': 1, '한민수': 1, '안태준': 1, '신장식': 1, '김동아': 1, '이주영': 1, '이기헌': 1, '임미애': 1, '박은정': 1, '정청래': 1}","{'더불어민주당': 54, '국민의힘': 27, '진보당': 1, '조국혁신당': 6, '사회민주당': 1, '개혁신당': 2}","{'여': 17, '남': 74}","{'경기 용인시정': 1, '비례대표': 18, '경기 하남시갑': 1, '대전 대덕구': 1, '서울 관악구갑': 1, '충남 공주시부여군청양군': 1, '서울 중구성동구갑': 1, '경기 의정부시을': 1, '전북 익산시갑': 1, '경기 성남시분당구갑': 1, '제주 제주시을': 1, '경기 수원시정': 1, '부산 서구동구': 1, '경기 수원시무': 1, '경기 평택시병 ': 1, '울산 북구': 1, '경기 오산시': 1, '광주 동구남구갑': 1, '전남 순천시광양시곡성군구례군을': 1, '경남 창원시의창구': 1, '경기 안산시갑': 1, '서울 광진구갑': 1, '광주 동구남구을': 1, '경기 고양시정': 1, '경북 경산시': 1, '경기 고양시갑': 1, '부산 사상구': 1, '전남 여수시을': 1, '인천 서구을': 1, '충남 홍성군예산군': 1, '경북 영주시영양군봉화군': 1, '서울 은평구을': 1, '인천 서구병': 1, '경남 산청군함양군거창군합천군': 1, '대구 달서구병': 1, '경기 여주시양평군': 1, '서울 강동구을': 1, '강원 홍천군횡성군영월군평창군': 1, '부산 기장군': 1, '서울 구로구을': 1, '경남 창원시마산합포구': 1, '경북 구미시갑': 1, '경기 남양주시병': 1, '충북 청주시상당구': 1, '경북 구미시을': 1, '서울 양천구갑': 1, '경기 구리시': 1, '경기 광주시갑': 1, '인천 부평구을': 1, '서울 강남구갑': 1, '부산 수영구': 1, '경기 수원시병': 1, '서울 마포구갑': 1, '세종특별자치시을': 1, '경기 광명시을': 1, '경기 성남시수정구': 1, '울산 중구': 1, '충남 당진시': 1, '경기 광명시갑': 1, '강원 춘천시철원군화천군양구군을': 1, '전남 목포시': 1, '경기 김포시을': 1, '서울 동대문구을': 1, '전남 순천시광양시곡성군구례군갑': 1, '광주 북구갑': 1, '경기 성남시중원구': 1, '전북 전주시을': 1, '서울 서초구을': 1, '서울 강남구병': 1, '서울 강북구을': 1, '경기 광주시을': 1, '서울 서대문구갑': 1, '경기 고양시병': 1, '서울 마포구을': 1}"
벤처투자 촉진에 관한 법률 일부개정법률안,기권,{'정진욱': 1},{'더불어민주당': 1},{'남': 1},{'광주 동구남구갑': 1}
벤처투자 촉진에 관한 법률 일부개정법률안,불참,"{'김상욱': 1, '장동혁': 1, '손명수': 1, '김미애': 1, '서일준': 1, '김병주': 1, '한기호': 1, '조정식': 1}","{'국민의힘': 5, '더불어민주당': 3}","{'남': 7, '여': 1}","{'울산 남구갑': 1, '충남 보령시서천군': 1, '경기 용인시을': 1, '부산 해운대구을': 1, '경남 거제시': 1, '경기 남양주시을': 1, '강원 춘천시철원군화천군양구군을': 1, '경기 시흥시을': 1}"
벤처투자 촉진에 관한 법률 일부개정법률안,찬성,"{'이언주': 1, '안상훈': 1, '추미애': 1, '문대림': 1, '박정현': 1, '박민규': 1, '박수현': 1, '전현희': 1, '이재강': 1, '이춘석': 1, '안철수': 1, '김한규': 1, '김준혁': 1, '염태영': 1, '김현정': 1, '윤종오': 1, '차지호': 1, '차규근': 1, '권향엽': 1, '김종양': 1, '양문석': 1, '인요한': 1, '이정헌': 1, '김선민': 1, '이해민': 1, '안도걸': 1, '서왕진': 1, '김영환': 1, '한창민': 1, '천하람': 1, '조지연': 1, '김성회': 1, '김대식': 1, '조계원': 1, '강승규': 1, '임종득': 1, '김우영': 1, '모경종': 1, '신성범': 1, '권영진': 1, '김선교': 1, '이해식': 1, '정동만': 1, '윤건영': 1, '최형두': 1, '구자근': 1, '김용민': 1, '이강일': 1, '박홍배': 1, '강명구': 1, '황희': 1, '윤호중': 1, '소병훈': 1, '박선원': 1, '서명옥': 1, '정연욱': 1, '김영진': 1, '조정훈': 1, '강준현': 1, '김남희': 1, '김태년': 1, '박성민': 1, '어기구': 1, '임오경': 1, '박상혁': 1, '장경태': 1, '김윤': 1, '김건': 1, '김문수': 1, '정준호': 1, '김위상': 1, '이수진': 1, '이성윤': 1, '김민전': 1, '신동욱': 1, '한민수': 1, '안태준': 1, '신장식': 1, '김동아': 1, '이주영': 1, '임미애': 1, '박은정': 1, '정청래': 1, '김교흥': 1, '장종태': 1, '정을호': 1, '최보윤': 1, '유영하': 1, '주진우': 1, '최기상': 1}","{'더불어민주당': 54, '국민의힘': 26, '진보당': 1, '조국혁신당': 6, '사회민주당': 1, '개혁신당': 2}","{'여': 17, '남': 73}","{'경기 용인시정': 1, '비례대표': 19, '경기 하남시갑': 1, '제주 제주시갑': 1, '대전 대덕구': 1, '서울 관악구갑': 1, '충남 공주시부여군청양군': 1, '서울 중구성동구갑': 1, '경기 의정부시을': 1, '전북 익산시갑': 1, '경기 성남시분당구갑': 1, '제주 제주시을': 1, '경기 수원시정': 1, '경기 수원시무': 1, '경기 평택시병 ': 1, '울산 북구': 1, '경기 오산시': 1, '전남 순천시광양시곡성군구례군을': 1, '경남 창원시의창구': 1, '경기 안산시갑': 1, '서울 광진구갑': 1, '광주 동구남구을': 1, '경기 고양시정': 1, '경북 경산시': 1, '경기 고양시갑': 1, '부산 사상구': 1, '전남 여수시을': 1, '충남 홍성군예산군': 1, '경북 영주시영양군봉화군': 1, '서울 은평구을': 1, '인천 서구병': 1, '경남 산청군함양군거창군합천군': 1, '대구 달서구병': 1, '경기 여주시양평군': 1, '서울 강동구을': 1, '부산 기장군': 1, '서울 구로구을': 1, '경남 창원시마산합포구': 1, '경북 구미시갑': 1, '경기 남양주시병': 1, '충북 청주시상당구': 1, '경북 구미시을': 1, '서울 양천구갑': 1, '경기 구리시': 1, '경기 광주시갑': 1, '인천 부평구을': 1, '서울 강남구갑': 1, '부산 수영구': 1, '경기 수원시병': 1, '서울 마포구갑': 1, '세종특별자치시을': 1, '경기 광명시을': 1, '경기 성남시수정구': 1, '울산 중구': 1, '충남 당진시': 1, '경기 광명시갑': 1, '경기 김포시을': 1, '서울 동대문구을': 1, '전남 순천시광양시곡성군구례군갑': 1, '광주 북구갑': 1, '경기 성남시중원구': 1, '전북 전주시을': 1, '서울 서초구을': 1, '서울 강북구을': 1, '경기 광주시을': 1, '서울 서대문구갑': 1, '서울 마포구을': 1, '인천 서구갑': 1, '대전 서구갑': 1, '대구 달서구갑': 1, '부산 해운대구갑': 1, '서울 금천구': 1}"
병역법 일부개정법률안(대안),기권,{'송재봉': 1},{'더불어민주당': 1},{'남': 1},{'충북 청주시청원구': 1}
병역법 일부개정법률안(대안),불참,"{'안상훈': 1, '전현희': 1, '안철수': 1, '김상욱': 1, '장동혁': 1, '염태영': 1, '김현정': 1, '한창민': 1, '권영진': 1, '구자근': 1, '김미애': 1, '박성민': 1, '한기호': 1, '최보윤': 1, '유영하': 1, '주진우': 1, '김은혜': 1, '권영세': 1, '손명수': 1, '강명구': 1, '박수민': 1}","{'국민의힘': 16, '더불어민주당': 4, '사회민주당': 1}","{'남': 17, '여': 4}","{'비례대표': 3, '서울 중구성동구갑': 1, '경기 성남시분당구갑': 1, '울산 남구갑': 1, '충남 보령시서천군': 1, '경기 수원시무': 1, '경기 평택시병 ': 1, '대구 달서구병': 1, '경북 구미시갑': 1, '부산 해운대구을': 1, '울산 중구': 1, '강원 춘천시철원군화천군양구군을': 1, '대구 달서구갑': 1, '부산 해운대구갑': 1, '경기 성남시분당구을': 1, '서울 용산구': 1, '경기 용인시을': 1, '경북 구미시을': 1, '서울 강남구을': 1}"
병역법 일부개정법률안(대안),찬성,"{'이언주': 2, '추미애': 2, '문대림': 2, '박정현': 2, '박민규': 2, '박수현': 2, '이춘석': 2, '김한규': 2, '김준혁': 2, '윤종오': 2, '차지호': 2, '차규근': 2, '정진욱': 2, '권향엽': 2, '김종양': 2, '양문석': 2, '인요한': 2, '이정헌': 2, '김선민': 2, '이해민': 2, '안도걸': 2, '서왕진': 2, '김영환': 2, '천하람': 2, '조지연': 2, '김성회': 2, '김대식': 2, '조계원': 2, '강승규': 2, '임종득': 2, '손명수': 1, '김우영': 2, '모경종': 2, '신성범': 2, '김선교': 2, '이해식': 2, '정동만': 2, '윤건영': 2, '최형두': 2, '김용민': 2, '이강일': 2, '박홍배': 2, '강명구': 1, '황희': 2, '윤호중': 2, '소병훈': 2, '박선원': 2, '서명옥': 2, '정연욱': 2, '김영진': 2, '조정훈': 2, '강준현': 2, '김남희': 2, '김태년': 1, '어기구': 1, '임오경': 1, '서일준': 1, '박상혁': 1, '장경태': 1, '김윤': 1, '김건': 1, '김문수': 1, '정준호': 1, '김위상': 1, '이수진': 1, '이성윤': 1, '김민전': 1, '신동욱': 1, '한민수': 1, '안태준': 1, '신장식': 1, '김동아': 1, '이주영': 1, '임미애': 1, '박은정': 1, '정청래': 1, '조정식': 1, '김교흥': 1, '장종태': 1, '정을호': 1, '최기상': 1, '전진숙': 1, '안상훈': 1, '전현희': 1, '서미화': 1, '이재강': 1, '안철수': 1, '이인선': 1, '김상욱': 1, '장동혁': 1, '곽규택': 1, '조국': 1, '염태영': 1, '김현정': 1, '김장겸': 1, '조인철': 1, '이병진': 1, '황명선': 1, '위성락': 1, '이성권': 1, '박준태': 1, '백승아': 1, '김준형': 1, '이광희': 1, '유용원': 1, '우재준': 1, '채현일': 1, '한창민': 1, '김용만': 1, '허성무': 1, '이용우': 1, '문금주': 1, '김남근': 1, '이준석': 1, '권영진': 1, '배현진': 1, '유상범': 1, '강선영': 1, '구자근': 1, '김재원': 1, '양부남': 1, '김소희': 1, '이종배': 1, '김미애': 1, '최은석': 1, '이건태': 1}","{'더불어민주당': 105, '진보당': 2, '조국혁신당': 13, '국민의힘': 52, '개혁신당': 4, '사회민주당': 1}","{'여': 34, '남': 143}","{'경기 용인시정': 2, '경기 하남시갑': 2, '제주 제주시갑': 2, '대전 대덕구': 2, '서울 관악구갑': 2, '충남 공주시부여군청양군': 2, '전북 익산시갑': 2, '제주 제주시을': 2, '경기 수원시정': 2, '울산 북구': 2, '경기 오산시': 2, '비례대표': 36, '광주 동구남구갑': 2, '전남 순천시광양시곡성군구례군을': 2, '경남 창원시의창구': 2, '경기 안산시갑': 2, '서울 광진구갑': 2, '광주 동구남구을': 2, '경기 고양시정': 2, '경북 경산시': 2, '경기 고양시갑': 2, '부산 사상구': 2, '전남 여수시을': 2, '충남 홍성군예산군': 2, '경북 영주시영양군봉화군': 2, '경기 용인시을': 1, '서울 은평구을': 2, '인천 서구병': 2, '경남 산청군함양군거창군합천군': 2, '경기 여주시양평군': 2, '서울 강동구을': 2, '부산 기장군': 2, '서울 구로구을': 2, '경남 창원시마산합포구': 2, '경기 남양주시병': 2, '충북 청주시상당구': 2, '경북 구미시을': 1, '서울 양천구갑': 2, '경기 구리시': 2, '경기 광주시갑': 2, '인천 부평구을': 2, '서울 강남구갑': 2, '부산 수영구': 2, '경기 수원시병': 2, '서울 마포구갑': 2, '세종특별자치시을': 2, '경기 광명시을': 2, '경기 성남시수정구': 1, '충남 당진시': 1, '경기 광명시갑': 1, '경남 거제시': 1, '경기 김포시을': 1, '서울 동대문구을': 1, '전남 순천시광양시곡성군구례군갑': 1, '광주 북구갑': 1, '경기 성남시중원구': 1, '전북 전주시을': 1, '서울 서초구을': 1, '서울 강북구을': 1, '경기 광주시을': 1, '서울 서대문구갑': 1, '서울 마포구을': 1, '경기 시흥시을': 1, '인천 서구갑': 1, '대전 서구갑': 1, '서울 금천구': 1, '광주 북구을': 1, '서울 중구성동구갑': 1, '경기 의정부시을': 1, '경기 성남시분당구갑': 1, '대구 수성구을': 1, '울산 남구갑': 1, '충남 보령시서천군': 1, '부산 서구동구': 1, '경기 수원시무': 1, '경기 평택시병 ': 1, '광주 서구갑': 1, '경기 평택시을': 1, '충남 논산시계룡시금산군': 1, '부산 사하구갑': 1, '충북 청주시서원구': 1, '대구 북구갑': 1, '서울 영등포구갑': 1, '경기 하남시을': 1, '경남 창원시성산구': 1, '인천 서구을': 1, '전남 고흥군보성군장흥군강진군': 1, '서울 성북구을': 1, '경기 화성시을': 1, '대구 달서구병': 1, '서울 송파구을': 1, '강원 홍천군횡성군영월군평창군': 1, '경북 구미시갑': 1, '광주 서구을': 1, '충북 충주시': 1, '부산 해운대구을': 1, '대구 동구군위군갑': 1, '경기 부천시병': 1}"
보건의료기본법 일부개정법률안(대안),기권,"{'한창민': 1, '조지연': 1}","{'사회민주당': 1, '국민의힘': 1}","{'남': 1, '여': 1}","{'비례대표': 1, '경북 경산시': 1}"
보건의료기본법 일부개정법률안(대안),반대,"{'차규근': 1, '김선민': 1, '김준형': 1, '이해민': 1, '천하람': 1, '김재원': 1}","{'조국혁신당': 5, '개혁신당': 1}","{'남': 3, '여': 3}",{'비례대표': 6}
보건의료기본법 일부개정법률안(대안),불참,"{'김준혁': 1, '채현일': 1, '권영진': 1, '배현진': 1, '이언주': 1, '이광희': 1, '서왕진': 1, '김대식': 1, '강승규': 1, '윤건영': 1, '조정훈': 1, '박성민': 1}","{'더불어민주당': 5, '국민의힘': 6, '조국혁신당': 1}","{'남': 10, '여': 2}","{'경기 수원시정': 1, '서울 영등포구갑': 1, '대구 달서구병': 1, '서울 송파구을': 1, '경기 용인시정': 1, '충북 청주시서원구': 1, '비례대표': 1, '부산 사상구': 1, '충남 홍성군예산군': 1, '서울 구로구을': 1, '서울 마포구갑': 1, '울산 중구': 1}"
보건의료기본법 일부개정법률안(대안),찬성,"{'이언주': 1, '전진숙': 2, '안상훈': 2, '추미애': 2, '문대림': 2, '박정현': 2, '박민규': 2, '박수현': 2, '전현희': 2, '서미화': 2, '이재강': 2, '이춘석': 2, '안철수': 2, '이인선': 2, '김한규': 2, '김상욱': 2, '장동혁': 2, '곽규택': 2, '조국': 1, '염태영': 2, '김현정': 2, '김장겸': 1, '윤종오': 2, '차지호': 2, '차규근': 1, '정진욱': 2, '조인철': 2, '이병진': 2, '권향엽': 2, '김종양': 2, '황명선': 2, '송재봉': 2, '양문석': 2, '인요한': 2, '이정헌': 2, '김선민': 1, '위성락': 2, '이성권': 2, '박준태': 2, '백승아': 2, '김준형': 1, '이광희': 1, '유용원': 2, '이해민': 1, '안도걸': 2, '우재준': 2, '서왕진': 1, '김영환': 2, '한창민': 1, '천하람': 1, '조지연': 1, '김성회': 2, '김용만': 2, '김대식': 1, '허성무': 2, '조계원': 2, '이용우': 2, '문금주': 2, '강승규': 1, '임종득': 2, '손명수': 2, '김남근': 2, '김우영': 2, '이준석': 1, '모경종': 2, '신성범': 2, '김선교': 2, '이해식': 2, '유상범': 2, '강선영': 2, '정동만': 2, '윤건영': 1, '최형두': 2, '구자근': 2, '김용민': 2, '김재원': 1, '이강일': 2, '박홍배': 2, '양부남': 2, '강명구': 2, '박수민': 2, '김소희': 1, '황희': 2, '윤호중': 2, '이종배': 2, '김미애': 2, '소병훈': 2, '박선원': 2, '서명옥': 2, '최은석': 2, '이건태': 2, '정연욱': 2, '김영진': 2, '조정훈': 1, '강준현': 2, '김남희': 2, '김준혁': 1, '권영진': 1, '배현진': 1, '김태년': 1, '어기구': 1, '임오경': 1}","{'더불어민주당': 105, '국민의힘': 62, '조국혁신당': 7, '진보당': 2, '사회민주당': 1, '개혁신당': 2}","{'여': 32, '남': 147}","{'경기 용인시정': 1, '광주 북구을': 2, '비례대표': 29, '경기 하남시갑': 2, '제주 제주시갑': 2, '대전 대덕구': 2, '서울 관악구갑': 2, '충남 공주시부여군청양군': 2, '서울 중구성동구갑': 2, '경기 의정부시을': 2, '전북 익산시갑': 2, '경기 성남시분당구갑': 2, '대구 수성구을': 2, '제주 제주시을': 2, '울산 남구갑': 2, '충남 보령시서천군': 2, '부산 서구동구': 2, '경기 수원시무': 2, '경기 평택시병 ': 2, '울산 북구': 2, '경기 오산시': 2, '광주 동구남구갑': 2, '광주 서구갑': 2, '경기 평택시을': 2, '전남 순천시광양시곡성군구례군을': 2, '경남 창원시의창구': 2, '충남 논산시계룡시금산군': 2, '충북 청주시청원구': 2, '경기 안산시갑': 2, '서울 광진구갑': 2, '부산 사하구갑': 2, '충북 청주시서원구': 1, '광주 동구남구을': 2, '대구 북구갑': 2, '경기 고양시정': 2, '경북 경산시': 1, '경기 고양시갑': 2, '경기 하남시을': 2, '부산 사상구': 1, '경남 창원시성산구': 2, '전남 여수시을': 2, '인천 서구을': 2, '전남 고흥군보성군장흥군강진군': 2, '충남 홍성군예산군': 1, '경북 영주시영양군봉화군': 2, '경기 용인시을': 2, '서울 성북구을': 2, '서울 은평구을': 2, '경기 화성시을': 1, '인천 서구병': 2, '경남 산청군함양군거창군합천군': 2, '경기 여주시양평군': 2, '서울 강동구을': 2, '강원 홍천군횡성군영월군평창군': 2, '부산 기장군': 2, '서울 구로구을': 1, '경남 창원시마산합포구': 2, '경북 구미시갑': 2, '경기 남양주시병': 2, '충북 청주시상당구': 2, '광주 서구을': 2, '경북 구미시을': 2, '서울 강남구을': 2, '서울 양천구갑': 2, '경기 구리시': 2, '충북 충주시': 2, '부산 해운대구을': 2, '경기 광주시갑': 2, '인천 부평구을': 2, '서울 강남구갑': 2, '대구 동구군위군갑': 2, '경기 부천시병': 2, '부산 수영구': 2, '경기 수원시병': 2, '서울 마포구갑': 1, '세종특별자치시을': 2, '경기 광명시을': 2, '경기 수원시정': 1, '대구 달서구병': 1, '서울 송파구을': 1, '경기 성남시수정구': 1, '충남 당진시': 1, '경기 광명시갑': 1}"
보건의료인력지원법 일부개정법률안(대안),불참,"{'이언주': 1, '전현희': 1, '안철수': 1, '김상욱': 1, '염태영': 1, '송재봉': 1, '인요한': 1, '이정헌': 1, '이성권': 1, '이광희': 1, '유용원': 1, '우재준': 1, '김영환': 1, '채현일': 1, '김대식': 1, '허성무': 1, '김남근': 1, '김우영': 1, '이준석': 1, '권영진': 1, '김선교': 1, '배현진': 1, '이해식': 1, '구자근': 1, '강명구': 1, '황희': 1, '윤호중': 1, '정연욱': 1, '조정훈': 1, '강준현': 1}","{'더불어민주당': 15, '국민의힘': 14, '개혁신당': 1}","{'여': 3, '남': 27}","{'경기 용인시정': 1, '서울 중구성동구갑': 1, '경기 성남시분당구갑': 1, '울산 남구갑': 1, '경기 수원시무': 1, '충북 청주시청원구': 1, '비례대표': 2, '서울 광진구갑': 1, '부산 사하구갑': 1, '충북 청주시서원구': 1, '대구 북구갑': 1, '경기 고양시정': 1, '서울 영등포구갑': 1, '부산 사상구': 1, '경남 창원시성산구': 1, '서울 성북구을': 1, '서울 은평구을': 1, '경기 화성시을': 1, '대구 달서구병': 1, '경기 여주시양평군': 1, '서울 송파구을': 1, '서울 강동구을': 1, '경북 구미시갑': 1, '경북 구미시을': 1, '서울 양천구갑': 1, '경기 구리시': 1, '부산 수영구': 1, '서울 마포구갑': 1, '세종특별자치시을': 1}"
보건의료인력지원법 일부개정법률안(대안),찬성,"{'전진숙': 1, '안상훈': 1, '추미애': 1, '문대림': 1, '박정현': 1, '박민규': 1, '박수현': 1, '서미화': 1, '이재강': 1, '이춘석': 1, '이인선': 1, '김한규': 1, '장동혁': 1, '김준혁': 1, '곽규택': 1, '김현정': 1, '김장겸': 1, '윤종오': 1, '차지호': 1, '차규근': 1, '정진욱': 1, '조인철': 1, '이병진': 1, '권향엽': 1, '김종양': 1, '황명선': 1, '양문석': 1, '김선민': 1, '위성락': 1, '박준태': 1, '백승아': 1, '김준형': 1, '이해민': 1, '안도걸': 1, '서왕진': 1, '한창민': 1, '천하람': 1, '조지연': 1, '김성회': 1, '김용만': 1, '조계원': 1, '이용우': 1, '문금주': 1, '강승규': 1, '임종득': 1, '손명수': 1, '모경종': 1, '신성범': 1, '유상범': 1, '강선영': 1, '정동만': 1, '윤건영': 1, '최형두': 1, '김용민': 1, '김재원': 1, '이강일': 1, '박홍배': 1, '양부남': 1, '박수민': 1, '이종배': 1, '김미애': 1, '소병훈': 1, '박선원': 1, '서명옥': 1, '최은석': 1, '이건태': 1, '김영진': 1, '김남희': 1, '김태년': 1}","{'더불어민주당': 40, '국민의힘': 20, '진보당': 1, '조국혁신당': 6, '사회민주당': 1, '개혁신당': 1}","{'여': 15, '남': 54}","{'광주 북구을': 1, '비례대표': 16, '경기 하남시갑': 1, '제주 제주시갑': 1, '대전 대덕구': 1, '서울 관악구갑': 1, '충남 공주시부여군청양군': 1, '경기 의정부시을': 1, '전북 익산시갑': 1, '대구 수성구을': 1, '제주 제주시을': 1, '충남 보령시서천군': 1, '경기 수원시정': 1, '부산 서구동구': 1, '경기 평택시병 ': 1, '울산 북구': 1, '경기 오산시': 1, '광주 동구남구갑': 1, '광주 서구갑': 1, '경기 평택시을': 1, '전남 순천시광양시곡성군구례군을': 1, '경남 창원시의창구': 1, '충남 논산시계룡시금산군': 1, '경기 안산시갑': 1, '광주 동구남구을': 1, '경북 경산시': 1, '경기 고양시갑': 1, '경기 하남시을': 1, '전남 여수시을': 1, '인천 서구을': 1, '전남 고흥군보성군장흥군강진군': 1, '충남 홍성군예산군': 1, '경북 영주시영양군봉화군': 1, '경기 용인시을': 1, '인천 서구병': 1, '경남 산청군함양군거창군합천군': 1, '강원 홍천군횡성군영월군평창군': 1, '부산 기장군': 1, '서울 구로구을': 1, '경남 창원시마산합포구': 1, '경기 남양주시병': 1, '충북 청주시상당구': 1, '광주 서구을': 1, '서울 강남구을': 1, '충북 충주시': 1, '부산 해운대구을': 1, '경기 광주시갑': 1, '인천 부평구을': 1, '서울 강남구갑': 1, '대구 동구군위군갑': 1, '경기 부천시병': 1, '경기 수원시병': 1, '경기 광명시을': 1, '경기 성남시수정구': 1}"
